CustomerID	AccountNumber	CustomerType	JSON_ARRAYAGG(
41	AW00000041	S	[{"TotalDue": 4749.5845, "OrderDate": "2002-10-01 00:00:00.000000", "SalesOrderID": 47692}, {"TotalDue": 4360.6279, "OrderDate": "2003-01-01 00:00:00.000000", "SalesOrderID": 48738}, {"TotalDue": 8732.6226, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55265}, {"TotalDue": 7906.6639, "OrderDate": "2002-07-01 00:00:00.000000", "SalesOrderID": 46675}, {"TotalDue": 15336.2151, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51117}, {"TotalDue": 7962.7914, "OrderDate": "2003-04-01 00:00:00.000000", "SalesOrderID": 49838}, {"TotalDue": 12688.4577, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67290}, {"TotalDue": 18172.0579, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61236}]
43	AW00000043	S	[{"TotalDue": 28137.4953, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63202}, {"TotalDue": 50391.649, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57036}, {"TotalDue": 35548.7125, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69413}, {"TotalDue": 49062.1044, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50210}, {"TotalDue": 46903.6204, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 47991}, {"TotalDue": 43745.2218, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49114}, {"TotalDue": 49896.928, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51715}, {"TotalDue": 54437.1679, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46966}]
44	AW00000044	S	[{"TotalDue": 2896.4012, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53575}, {"TotalDue": 5762.9048, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71888}, {"TotalDue": 8589.9023, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65288}, {"TotalDue": 6693.1361, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59024}]
45	AW00000045	S	[{"TotalDue": 34299.3475, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57126}, {"TotalDue": 14360.8817, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63246}, {"TotalDue": 19227.9053, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46099}, {"TotalDue": 35898.8702, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47053}, {"TotalDue": 25205.4241, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50315}, {"TotalDue": 25793.4186, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43910}, {"TotalDue": 25588.9375, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44562}, {"TotalDue": 23475.9677, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45337}, {"TotalDue": 27272.6734, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51831}, {"TotalDue": 25053.5506, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48075}, {"TotalDue": 14505.0196, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49159}, {"TotalDue": 27758.1151, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69513}]
46	AW00000046	S	[{"TotalDue": 275.7448, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48354}]
47	AW00000047	S	[{"TotalDue": 21797.2978, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47362}, {"TotalDue": 16774.7241, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48304}, {"TotalDue": 8205.8852, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49454}, {"TotalDue": 15126.7027, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50667}, {"TotalDue": 3753.7718, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53463}, {"TotalDue": 8088.9629, "OrderDate": "2002-03-01 00:00:00.000000", "SalesOrderID": 45526}, {"TotalDue": 17640.2648, "OrderDate": "2002-06-01 00:00:00.000000", "SalesOrderID": 46332}, {"TotalDue": 2705.032, "OrderDate": "2001-09-01 00:00:00.000000", "SalesOrderID": 44082}, {"TotalDue": 18943.6154, "OrderDate": "2001-12-01 00:00:00.000000", "SalesOrderID": 44746}, {"TotalDue": 6181.4666, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65171}, {"TotalDue": 11106.1752, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58913}, {"TotalDue": 4657.1944, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71786}]
48	AW00000048	S	[{"TotalDue": 52553.8724, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71828}, {"TotalDue": 51495.8459, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53508}, {"TotalDue": 67381.6306, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58956}, {"TotalDue": 22930.0769, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65243}]
49	AW00000049	S	[{"TotalDue": 132.5735, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65186}, {"TotalDue": 290.2274, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71865}, {"TotalDue": 300.1895, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53479}]
50	AW00000050	S	[{"TotalDue": 159.12, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55316}]
51	AW00000051	S	[{"TotalDue": 2899.604, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53532}, {"TotalDue": 272.6376, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65274}, {"TotalDue": 5690.2983, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71905}]
52	AW00000052	S	[{"TotalDue": 70698.9922, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71898}, {"TotalDue": 64276.4202, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53577}, {"TotalDue": 69242.2957, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65282}, {"TotalDue": 71132.1686, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59008}]
53	AW00000053	S	[{"TotalDue": 4420.4491, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58945}, {"TotalDue": 16642.6552, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65194}, {"TotalDue": 5941.2941, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71873}, {"TotalDue": 5402.027, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53556}]
54	AW00000054	S	[{"TotalDue": 84412.1046, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53570}, {"TotalDue": 73935.4128, "OrderDate": "2001-09-01 00:00:00.000000", "SalesOrderID": 44129}, {"TotalDue": 79710.2147, "OrderDate": "2001-12-01 00:00:00.000000", "SalesOrderID": 44797}, {"TotalDue": 87559.7198, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47450}, {"TotalDue": 66679.6534, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48392}, {"TotalDue": 41317.4289, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49518}, {"TotalDue": 61096.953, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50727}, {"TotalDue": 38978.7473, "OrderDate": "2002-03-01 00:00:00.000000", "SalesOrderID": 45575}, {"TotalDue": 61848.6379, "OrderDate": "2002-06-01 00:00:00.000000", "SalesOrderID": 46385}, {"TotalDue": 25028.2405, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65236}, {"TotalDue": 48322.444, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59074}, {"TotalDue": 44945.1388, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71949}]
55	AW00000055	S	[{"TotalDue": 47379.2845, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71943}, {"TotalDue": 37163.0314, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53569}, {"TotalDue": 33078.1967, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59066}, {"TotalDue": 38884.4521, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65268}]
56	AW00000056	S	[{"TotalDue": 6865.8642, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69487}, {"TotalDue": 7658.879, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57110}, {"TotalDue": 2212.5398, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63196}, {"TotalDue": 436.0629, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46978}, {"TotalDue": 4489.539, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51802}]
57	AW00000057	S	[{"TotalDue": 34083.5743, "OrderDate": "2001-09-01 00:00:00.000000", "SalesOrderID": 44079}, {"TotalDue": 53184.3391, "OrderDate": "2001-12-01 00:00:00.000000", "SalesOrderID": 44742}, {"TotalDue": 41923.5238, "OrderDate": "2002-03-01 00:00:00.000000", "SalesOrderID": 45520}, {"TotalDue": 64624.7438, "OrderDate": "2002-06-01 00:00:00.000000", "SalesOrderID": 46325}]
58	AW00000058	S	[{"TotalDue": 1112.405, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46081}, {"TotalDue": 622.9468, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47022}, {"TotalDue": 292.3198, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48044}, {"TotalDue": 501.3542, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44543}, {"TotalDue": 49.725, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50255}]
59	AW00000059	S	[{"TotalDue": 26409.8273, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53539}, {"TotalDue": 16667.883, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71848}, {"TotalDue": 5816.3691, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65161}, {"TotalDue": 13362.9109, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58977}]
61	AW00000061	S	[{"TotalDue": 45788.6705, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59023}, {"TotalDue": 77142.8904, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65303}, {"TotalDue": 61689.0389, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53606}, {"TotalDue": 53422.5882, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49532}, {"TotalDue": 45003.232, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50745}, {"TotalDue": 49395.2008, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47434}, {"TotalDue": 50651.5333, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48373}, {"TotalDue": 81834.9826, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71902}]
62	AW00000062	S	[{"TotalDue": 11896.2136, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63228}, {"TotalDue": 11188.6751, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57064}, {"TotalDue": 18016.202, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69443}, {"TotalDue": 10062.5108, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48020}, {"TotalDue": 7475.3621, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49088}, {"TotalDue": 7259.1185, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51746}, {"TotalDue": 11581.9616, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46995}, {"TotalDue": 10708.9838, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50230}]
63	AW00000063	S	[{"TotalDue": 101.9917, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50303}, {"TotalDue": 71424.8703, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51824}, {"TotalDue": 43.0878, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48067}, {"TotalDue": 1003.2435, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49148}, {"TotalDue": 230.3447, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47044}, {"TotalDue": 22.3061, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43903}, {"TotalDue": 8055.4262, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44553}, {"TotalDue": 82.6953, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45330}, {"TotalDue": 45197.4567, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69518}, {"TotalDue": 40413.8922, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57118}, {"TotalDue": 33622.4354, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63245}]
64	AW00000064	S	[{"TotalDue": 25712.5922, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63128}, {"TotalDue": 32429.5725, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57019}, {"TotalDue": 34861.2682, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69397}, {"TotalDue": 34462.4386, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51699}]
65	AW00000065	S	[{"TotalDue": 8786.8612, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51781}, {"TotalDue": 7197.2425, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50261}, {"TotalDue": 22189.1289, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46930}, {"TotalDue": 15259.9874, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 47960}, {"TotalDue": 6821.1996, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49039}, {"TotalDue": 6637.7128, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69389}, {"TotalDue": 1330.9095, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57100}, {"TotalDue": 251.3516, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63120}]
66	AW00000066	S	[{"TotalDue": 46021.9562, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48036}, {"TotalDue": 7902.4225, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49069}, {"TotalDue": 55184.9688, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47012}, {"TotalDue": 41629.9362, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50245}]
67	AW00000067	S	[{"TotalDue": 1735.6511, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49452}, {"TotalDue": 292.5087, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50665}, {"TotalDue": 1943.9293, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53461}, {"TotalDue": 848.1291, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47356}, {"TotalDue": 250.6771, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48298}, {"TotalDue": 429.616, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58912}, {"TotalDue": 429.616, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71855}]
68	AW00000068	S	[{"TotalDue": 9330.5825, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51750}, {"TotalDue": 6041.416, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51753}, {"TotalDue": 4983.5748, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63166}, {"TotalDue": 4593.2614, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63211}, {"TotalDue": 4192.9166, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57066}, {"TotalDue": 8711.1175, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57069}, {"TotalDue": 7784.6916, "OrderDate": "2004-04-30 00:00:00.000000", "SalesOrderID": 69309}, {"TotalDue": 8468.855, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69445}]
69	AW00000069	S	[{"TotalDue": 2187.0695, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65317}, {"TotalDue": 32.0048, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59062}, {"TotalDue": 1590.8026, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71937}, {"TotalDue": 74.8767, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53588}]
70	AW00000070	S	[{"TotalDue": 486.3925, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51811}, {"TotalDue": 1943.9293, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57183}, {"TotalDue": 1943.9293, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63231}]
72	AW00000072	S	[{"TotalDue": 71532.8267, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65237}, {"TotalDue": 95802.7101, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 58950}, {"TotalDue": 198628.3054, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47395}, {"TotalDue": 134477.775, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48336}, {"TotalDue": 107043.7254, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49479}, {"TotalDue": 140349.1998, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50683}, {"TotalDue": 142587.761, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53506}, {"TotalDue": 115117.4147, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71824}]
73	AW00000073	S	[{"TotalDue": 285.1811, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48014}, {"TotalDue": 349.8164, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49059}, {"TotalDue": 27308.9192, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43877}, {"TotalDue": 98696.056, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44523}, {"TotalDue": 27041.7149, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45303}, {"TotalDue": 60422.8542, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46060}, {"TotalDue": 1259.8054, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46990}]
74	AW00000074	S	[{"TotalDue": 556.2026, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44516}]
75	AW00000075	S	[{"TotalDue": 35871.0674, "OrderDate": "2001-09-01 00:00:00.000000", "SalesOrderID": 44120}, {"TotalDue": 61369.1634, "OrderDate": "2001-12-01 00:00:00.000000", "SalesOrderID": 44787}, {"TotalDue": 63333.2349, "OrderDate": "2002-09-01 00:00:00.000000", "SalesOrderID": 47435}, {"TotalDue": 39836.0223, "OrderDate": "2002-12-01 00:00:00.000000", "SalesOrderID": 48375}, {"TotalDue": 68702.1769, "OrderDate": "2003-09-01 00:00:00.000000", "SalesOrderID": 53583}, {"TotalDue": 45802.9543, "OrderDate": "2002-03-01 00:00:00.000000", "SalesOrderID": 45565}, {"TotalDue": 30957.3268, "OrderDate": "2002-06-01 00:00:00.000000", "SalesOrderID": 46374}, {"TotalDue": 35123.3755, "OrderDate": "2003-03-01 00:00:00.000000", "SalesOrderID": 49533}, {"TotalDue": 47989.9367, "OrderDate": "2003-06-01 00:00:00.000000", "SalesOrderID": 50747}, {"TotalDue": 40795.7486, "OrderDate": "2003-12-01 00:00:00.000000", "SalesOrderID": 59013}, {"TotalDue": 29555.7539, "OrderDate": "2004-03-01 00:00:00.000000", "SalesOrderID": 65306}, {"TotalDue": 43020.5811, "OrderDate": "2004-06-01 00:00:00.000000", "SalesOrderID": 71882}]
77	AW00000077	S	[{"TotalDue": 7325.2919, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50266}, {"TotalDue": 9904.3846, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 47989}, {"TotalDue": 5606.5216, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49111}, {"TotalDue": 9952.9158, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51795}, {"TotalDue": 11629.5706, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46965}, {"TotalDue": 4922.9365, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69411}, {"TotalDue": 3819.3609, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57035}, {"TotalDue": 1516.0182, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63192}]
78	AW00000078	S	[{"TotalDue": 82821.2088, "OrderDate": "2002-05-01 00:00:00.000000", "SalesOrderID": 46057}, {"TotalDue": 108406.8354, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 46988}, {"TotalDue": 67848.8376, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48012}, {"TotalDue": 50678.4103, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49058}, {"TotalDue": 74624.6635, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50226}, {"TotalDue": 54887.0759, "OrderDate": "2001-08-01 00:00:00.000000", "SalesOrderID": 43873}, {"TotalDue": 76628.8782, "OrderDate": "2001-11-01 00:00:00.000000", "SalesOrderID": 44520}, {"TotalDue": 35286.054, "OrderDate": "2002-02-01 00:00:00.000000", "SalesOrderID": 45301}]
79	AW00000079	S	[{"TotalDue": 123326.9867, "OrderDate": "2003-05-01 00:00:00.000000", "SalesOrderID": 50304}, {"TotalDue": 113572.9699, "OrderDate": "2002-08-01 00:00:00.000000", "SalesOrderID": 47041}, {"TotalDue": 104862.2578, "OrderDate": "2002-11-01 00:00:00.000000", "SalesOrderID": 48065}, {"TotalDue": 108869.4792, "OrderDate": "2003-02-01 00:00:00.000000", "SalesOrderID": 49147}, {"TotalDue": 87414.1215, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51828}, {"TotalDue": 81351.9447, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69503}, {"TotalDue": 71945.5371, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63257}, {"TotalDue": 67771.1078, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57121}]
80	AW00000080	S	[{"TotalDue": 5690.2983, "OrderDate": "2003-11-01 00:00:00.000000", "SalesOrderID": 57107}, {"TotalDue": 1896.7661, "OrderDate": "2004-02-01 00:00:00.000000", "SalesOrderID": 63185}, {"TotalDue": 2863.3008, "OrderDate": "2004-05-01 00:00:00.000000", "SalesOrderID": 69403}, {"TotalDue": 4001.3603, "OrderDate": "2003-08-01 00:00:00.000000", "SalesOrderID": 51701}]
81	AW00000081	S	[{"TotalDue": 75713.9579, "OrderDate": "2003-07-01 00:00:00.000000", "SalesOrderID": 51147}, {"TotalDue": 87635.8663, "OrderDate": "2002-07-01 00:00:00.000000", "SalesOrderID": 46672}, {"TotalDue": 56571.9972, "OrderDate": "2003-04-01 00:00:00.000000", "SalesOrderID": 49865}, {"TotalDue": 58007.2228, "OrderDate": "2002-10-01 00:00:00.000000", "SalesOrderID": 47725}, {"TotalDue": 48718.8616, "OrderDate": "2003-01-01 00:00:00.000000", "SalesOrderID": 48766}, {"TotalDue": 41817.2914, "OrderDate": "2003-10-01 00:00:00.000000", "SalesOrderID": 55328}, {"TotalDue": 48620.8311, "OrderDate": "2004-04-01 00:00:00.000000", "SalesOrderID": 67349}, {"TotalDue": 29393.3128, "OrderDate": "2004-01-01 00:00:00.000000", "SalesOrderID": 61228}]
